1,1,1,2,君の名前は？,1,2,2,2,,2,0,0,0,0,0,
1,0,2,2,いい名前だね！よろしくね！,2,1,0,1,,0,0,0,0,0,0,
2,1,1,3,僕の名前を決めてね,1,2,1,2,,2,0,0,0,0,0,
2,0,2,3,僕にぴったりの名前だね！ありがとう！,2,1,0,1,,0,0,0,0,0,0,
3,1,1,4,レベルが上がったよ！,2,1,0,1,,0,0,0,0,0,0,
4,1,1,5,ペットがいなくなってしまった・・・,12,1,0,1,,0,0,0,0,0,0,
5,1,1,1,＜ペット名＞の一番好きな食べ物は＜食べ物＞なんだけど、＜飼い主＞は何が好き？,1,2,7,4,＜索引[2]＞,2,3,0,0,0,0,
5,0,2,1,＜飼い主＞も一番＜索引[2]＞が好きなんだね！,10,1,0,1,,0,0,5,10,5,2,＜索引[2]＞
5,0,3,1,．．．,1,1,0,3,,4,5,0,0,0,0,
5,0,4,1,それなら＜ペット名＞も知ってるよ！,2,1,0,1,,0,0,0,5,5,1,＜プレイヤー入力＞
5,0,5,1,うぅぅ・・＜ペット名＞は＜プレイヤー入力＞を初めて知ったよ,4,1,0,1,,0,0,0,0,10,0,
5,2,6,1,ここから出てどこか景色のいい場所にいきたいな・・・。＜飼い主＞はどこか景色のいい場所を知ってる？,1,2,4,3,,7,8,0,0,0,0,
5,0,7,1,＜プレイヤー入力＞は知ってるよ、＜ペット名＞もいい所だと思うよ！！,1,1,0,1,,0,0,0,5,5,1,＜索引[2]＞
5,0,8,1,＜ペット名＞の知らない場所だね、今度連れていってよ〜,2,1,0,1,,0,0,0,0,10,0,
5,3,9,1,＜ペット名＞は泳いでみたいんだけど、どうやってもここから出られないんだ。＜飼い主＞は泳ぐのは好き？,4,3,0,5,,10,11,0,0,0,0,
5,0,10,1,わお！！時計から出て＜飼い主＞と一緒に泳ぎに行きたいよ！,2,1,0,1,,0,0,5,5,0,0,
5,0,11,1,せっかく＜飼い主＞は泳ぐことができるのに、もったいないよ,4,1,0,1,,0,0,-5,-5,0,0,
9,1,1,1,第一問！,1,1,0,1,,0,0,0,0,0,0,
10,1,1,1,第二問！！,1,1,0,1,,0,0,0,0,0,0,
11,1,1,1,第三問！！！,1,1,0,1,,0,0,0,0,0,0,
12,1,1,25,・・・手を抜いたんだよね？,5,1,0,1,,0,0,0,0,0,0,
12,2,2,26,(´・ω・`),4,1,0,1,,0,0,0,0,0,0,
12,3,3,27,なかなかやるね！,2,1,0,1,,0,0,0,0,0,0,
12,4,4,28,すごい！かんぺきだね！！,11,1,0,1,,0,0,0,0,0,0,
7,1,1,1,まけないよ！,1,1,0,1,,0,0,0,0,0,0,
7,2,2,1,ぜったいかつからね！,1,1,0,1,,0,0,0,0,0,0,
8,1,1,29,勝った〜！！,2,1,0,1,,0,0,0,0,0,0,
8,2,2,31,ぐぬぬ・・・,9,1,0,1,,0,0,0,0,0,0,
8,3,3,30,負けちゃった〜・・・,4,1,0,1,,0,0,0,0,0,0,
13,1,1,1,時計から出てみたいな〜・・・,4,1,0,1,,0,0,0,0,0,0,
13,2,2,1,現在時刻は ＜現在時刻＞ です！,1,1,0,1,,0,0,0,0,0,0,
13,3,3,2,＜飼い主＞いないかな〜,4,1,0,1,,0,0,0,0,0,0,
13,4,4,3,＜飼い主＞と早く話したいよ,10,1,0,1,,0,0,0,0,0,0,
13,5,5,4,らぶらぶ,11,1,0,1,,0,0,0,0,0,0,
13,6,6,5,ZZZ...zzz,7,1,0,1,,0,0,0,0,0,0,
13,7,7,5,ZZZ...＜食べ物＞！！！・・ZZz..zzz,7,1,0,1,,0,0,0,0,0,0,
13,8,8,6,・・・もう・・・ダメ・・・,8,1,0,1,,0,0,0,0,0,0,
13,9,9,7,お腹が減ってクラクラするよ〜,8,1,0,1,,0,0,0,0,0,0,
13,10,10,8,そろそろご飯の時間かな〜,1,1,0,1,,0,0,0,0,0,0,
13,11,11,9,次は何を食べさせてくれるのかな〜,2,1,0,1,,0,0,0,0,0,0,
13,12,12,10,満腹だよ〜,2,1,0,1,,0,0,0,0,0,0,
13,13,13,11,うぅ・・・ねむい・・・,6,1,0,1,,0,0,0,0,0,0,
13,14,14,12,(´・ω・`),1,1,0,1,,0,0,0,0,0,0,
13,15,15,13,何をしようかな,1,1,0,1,,0,0,0,0,0,0,
13,16,16,14,よく寝た〜,2,1,0,1,,0,0,0,0,0,0,
13,17,17,16,こっそり逃げちゃおうかな・・・,9,1,0,1,,0,0,0,0,0,0,
13,18,18,17,はぁ・・・ツマンナイな〜・・・,9,1,0,1,,0,0,0,0,0,0,
13,19,19,18,おもしろいことないかなぁ,9,1,0,1,,0,0,0,0,0,0,
13,20,20,19,今日はいい感じ,2,1,0,1,,0,0,0,0,0,0,
13,21,21,20,ルンルン♪,10,1,0,1,,0,0,0,0,0,0,
13,22,22,21,・・・かみさま・・・,9,1,0,1,,0,0,0,0,0,0,
13,23,23,22,なんだかからだおかしいよ・・・,4,1,0,1,,0,0,0,0,0,0,
13,24,24,23,異常なし,1,1,0,1,,0,0,0,0,0,0,
13,25,25,24,今日もがんばるよ！,2,1,0,1,,0,0,0,0,0,0,
13,26,26,25,げんきいっぱいだよ！！,2,1,0,1,,0,0,0,0,0,0,
