1,6,次のヒット曲があるグループは？「スカーレット」「チェリー」「空も飛べるはず」「ロビンソン」,スピッツ,ゆず,Mr.Children,ポルノグラフティ
2,6,ゲゲゲの鬼太郎の作者は誰？,水木しげる,手塚治虫,不二子・F・不二雄,不二子・A・不二雄
3,6,アニメ「機動戦士ガンダム」においてモビルスーツに使用されている架空の金属は次のうちどれでしょう？,ガンダリウム合金,超合金,オリハルコン,ミスリル
4,6,ヒットポイントやホームページを表すのは以下の内どれ？,HP,HR,GP,GR
5,6,原爆実験から突然変異で生まれたゴジラはゴリラと何が合体したもの？,クジラ,ゾウ,トカゲ,モグラ
6,6,ネス湖で目撃されたとされ、未確認生物として有名なのは次のうちどれでしょう？,ネッシー,ツチノコ,UFO,イエティ
7,6,心霊現象の一つで、何もない空間から音がする現象を何と呼ぶでしょうか？,ラップ音,ポップ音,タップ音,ホラー音
8,6,日本神話の中でヤマタノオロチの尾にあり、スサノオの剣を欠けさせたのは次のうちどれでしょう？,天叢雲剣,八握剣,布都御魂,天羽々斬
9,6,ソフトバンクが開発した、会話ができる人型ロボットは次のうちどれでしょう？,ペッパー,ルンバ,先行者,アシモ
10,6,漫画「ジョジョの奇妙な冒険」より、第二部、究極の生命体となったカーズを倒した方法は?,噴火を起こし宇宙空間に放逐,火山火口へ突き落とし焼死,波紋法と共に消し去った,ジョセフによる波紋疾走
11,6,マンガ『ジョジョの奇妙な冒険』に出てくる「スタンド」を漢字で書くとどれでしょう?,幽波紋,悪霊波紋,守護波紋,側立脚
12,6,次の4つの中でタモリが実際に取得している資格はどれか?,一級小型船舶操縦士免許,第一級陸上無線技術士免許,甲種蒸気機関車運転免許,柳生新影流居合道八段
13,6,「同一司会者により最も多く放送された生バラエティ番組」としてギネスに載った番組はなに?,笑っていいとも！,アッコにおまかせ！,徹子の部屋,アタック25
14,6,「ジョジョの奇妙な冒険」、ジョジョの由来となった人物が登場するビートルズの楽曲は?,Get Back,Help!,Let It Be,Yellow Submarine
