1,1,江戸幕府を開いたのは次のうち誰？,徳川家康,羽柴秀吉,織田信長,石田三成
2,1,朝鮮出兵を行ったのは次のうち誰？,羽柴秀吉,織田信長,黒田官兵衛,徳川家康
3,1,源頼朝の弟で、弁慶を従えていたことで有名なのは次のうち誰でしょう？,源義経,源義仲,源義弘,源義高
4,1,１９世紀に清とイギリスの間で起こった、麻薬が原因の戦争は次のうちどれでしょう？,アヘン戦争,大麻戦争,マリファナ戦争,ヘロイン戦争
5,1,太平洋戦争における日本の連合艦隊司令長官で、真珠湾攻撃を指揮したのは誰でしょう？,山本五十六,東条英機,山下奉文,辻政信
6,1,日露戦争の日本海海戦で丁子作戦を立案し、小説「坂の上の雲」で有名になったのは次のうち誰でしょう？,秋山真之,秋山好古,乃木希典,東郷平八郎
7,1,江戸時代に大政奉還を実施した、最後の将軍は次のうち誰でしょう？,徳川慶喜,徳川吉宗,徳川家康,徳川綱吉
8,1,遣隋使を送り、隋の制度を見本にして中央集権制度を日本で確立したのは次のうち誰でしょう？,聖徳太子,小野妹子,蘇我馬子,中臣 鎌足
9,1,土器に含まれる模様が縄の形状をしていることから名前がついた時代はどれでしょう？,縄文時代,弥生時代,古墳時代,飛鳥時代
10,1,日本に現存する最古の和歌集はなんでしょう？,万葉集,古今和歌集,勅撰和歌集,新古今和歌集
11,1,「人民の人民による人民のための政治」で有名なアメリカの大統領は誰でしょう？,リンカーン,オバマ,ワシントン,ルーズベルト
12,1,世界四大文明のうち、ユーフラテス川周辺で発達した文明は次のうちどれでしょう？,メソポアミア文明,黄河文明,エジプト文明,インダス文明
13,1,現存する日本最古の貨幣は次のうちどれでしょう？,富本銭,和同開珎,開元通宝,渡唐銭
14,1,首都クスコを代表とする空中都市を建設し、スペインによって滅ぼされたのは次のうちどれでしょう？,インカ,アステカ,マヤ,インディアン
15,1,ハワイ諸島を統一し、ハワイ王国を築いたのは次のうち誰でしょう？,カメハメハ大王,カメカメハ大王,カメカメ大王,カメハメ大王
16,1,日本の俳人で、野球の名付け親として知られる明治の文豪は次のうち誰でしょう？,正岡子規,夏目漱石,高浜 虚子,河東碧梧桐
17,1,大正から昭和にかけて活躍した日本の女性解放運動家で、婦人参政権等の活動をしたのは次のうち誰でしょう？,平塚雷鳥,板垣退助,福澤諭吉,景山英子
18,1,日露戦争の時に歌った『君死にたまふことなかれ』が有名な女性作家は次のうち誰でしょう？,与謝野晶子,樋口一葉,三宅花圃,平塚雷鳥
19,1,日本の初代総理大臣は次のうち誰でしょう？,伊藤博文,板垣退助,大久保利通,西郷隆盛
20,1,自由民権運動の創始者で、土佐藩出身の人物は次のうちだれでしょう？,板垣退助,大久保利通,西郷隆盛,伊藤博文
21,1,映画「３００」の題材になり、重装歩兵で有名な都市国家は次のうちどれでしょう？,スパルタ,アテネ,マケドニア,テーベ
22,1,古代の人々のゴミ捨て場で、動物の骨や貝殻・土器のかけらなどが出土するものをなんというでしょうか？,貝塚,耳塚,骨塚,古墳
23,1,モンゴルと鎌倉幕府の間で起こった「文永の役」「弘安の役」を総称してなんというでしょうか？,元寇,倭寇,モンゴル戦争,蒙古戦争
24,1,太平洋戦争の激戦地「硫黄島の戦い」でルーズベルト宛てに手紙を書いたのは次のうち誰でしょう？,市丸利之助,栗林忠道,牛島満,中川 州男
25,1,腹心に裏切られた際に「ブルータス、お前もか」と発言した古代ローマの人物は次のうち誰でしょう？,ガイウス・ユリウス・カエサル,ハンニバル・バルカ,マルクス・アントニウス,オクタウィアヌス
26,1,中国春秋時代の兵法書で、武田信玄が用いた「風林火山」等が記載されている書物は次のうちどれか？,孫氏,呉子,五輪書,司馬法
27,1,インディアン戦争「リトルビッグホーンの戦い」で戦死したアメリカ軍人で、後にインディアンを題材とする映画に多数取り上げられたのは次のうち誰でしょう？,ジョージ・アームストロング・カスター,セオドア・ルーズベルト,クレイジー・ホース,ジェロニモ
28,1,種子島に漂着したフランシスコザビエルが日本に伝え、その島の名前が付いたのは次のうちどれでしょう？,鉄砲,火薬,大砲,機関銃
29,1,第二次世界大戦時にドイツが用いていたことで有名な暗号機は次のうちどれでしょう？,エニグマ,サイファ,ステガノグラフィ,チューリングボンベ
30,1,中国の史書「魏志倭人伝」に記されている倭国の王は次のうち誰でしょうか？,卑弥呼,素戔男尊,天照大神,伊弉諾
31,1,土佐藩出身の浪人で、薩長同盟の立役者となった人物は次のうち誰でしょう？,坂本龍馬,西郷隆盛,勝海舟,高杉晋作
32,1,幕末に組織され、京都において反幕府勢力の取り締まりを行った「新撰組」の局長は次のうち誰でしょう？,近藤勇,沖田総司,斎藤一,土方歳三
33,1,新撰組の局長といえば近藤勇ですが、その剣術の流派は次のうちどれでしょう？,天然理心流,北辰一刀流,二天一流,示現流
34,1,新撰組の副長で、函館戦争において戦死したのは次のうち誰でしょう？,土方歳三,榎本武揚,沖田総司,近藤勇
35,1,高杉晋作によって組織され、藩士以外で構成された部隊をなんというでしょうか？,奇兵隊,烏合隊,珍兵隊,白虎隊
36,1,トラファルガーの海戦で戦死するも結果として勝利したのは次のうち誰でしょう？,ホレーショ・ネルソン,ジョン・ポール・ジョーンズ,東郷平八郎,チェスター・ニミッツ
37,1,日本に留学し、後に中国で国民党の指導者となったのは次のうち誰でしょうか？,蒋介石,毛沢東,溥儀,繆 斌
38,1,古代ローマにおいて、片方が死ぬまで試合を続けたといわれる円形闘技場は次のうちどれでしょうか？,コロッセオ,パンテオン,スタディオン,エンポリウム
39,1,秦の始皇帝の墓の周りに存在し、兵士などをかたどったものをなんとよぶでしょうか？,兵馬俑,秦兵俑,威光俑,軍団俑
40,1,古代ヨーロッパのガリアやローマで用いられた陣形で、大盾を装備した兵士が密集陣形を組み全方位に対して盾を掲げて防御力を高めるものをなんとよぶでしょう？,テストゥド,ファランクス,ホプリタイ,バリスタ
41,1,第二次世界大戦においてドイツで使用された列車砲で、最大のものは「グスタフ」ともう一つはなんでしょう？,ドーラ,ラーテ,レーヴェ,ティーガー
42,1,１７世紀〜１９世紀にかけて、先住民や黒人奴隷を用いて行う大規模農業のことをなんとよぶでしょうか？,プランテーション,プラテーション,スレイブファーム,サマセット
43,1,アメリカで起こった戦争で、奴隷制度が原因となったものは次のうちどれでしょうか？,南北戦争,米英戦争,米比戦争,米西戦争
44,1,アメリカ合衆国の独立１００周年を記念してある国から「自由の女神」が贈られたが、ある国とはどこでしょうか？,フランス,イギリス,イタリア,スペイン
45,1,フランスの軍人で、フランス革命の後に皇帝となった人物は次のうち誰でしょうか？,ナポレオン・ボナパルト,ルイ１６世,マリー・アントワネット,シャルル・マリ・ボナパルト
46,1,第一次世界大戦終了時にフランスで結ばれた講話条約をなんと呼ぶでしょうか？,ヴェルサイユ条約,サンフランシスコ講和条約,パリ条約,ウェストファリア条約
47,1,日露戦争における旗艦は次のうちどれでしょうか？,三笠,金剛,長門,大和
48,1,１９３９年に満州国とモンゴル共和国の間に起こった国境紛争をなんというとでしょうか？,ノモンハン事件,上海事変,義和団事件,盧溝橋事件
49,1,中世ヨーロッパで、聖地エルサレムを取り戻すために２００に渡りキリスト勢力がイスラム勢力に送った遠征軍をなんというでしょうか？,十字軍,聖ヨハネ騎士団,テンプル騎士団,騎士修道会
50,1,中国からヨーロッパを結ぶ交易路で、主な交易品からその名前がついたものは次のうちどれでしょうか？,シルクロード,カイコロード,オアシスロード,スパイスロード
51,1,１５世紀のフランス軍人で、農夫の家に生まれたが神の啓示を受けたとして従軍し、勝利をもたらしたとされる人物は次のうち誰でしょうか？,ジャンヌ・ダルク,ジャック・ダルク,シャルル7世,イザベル・ロメ
52,1,１４世紀〜１５世紀の間にフランスとイングランドの間で行われた戦争を総称してなんとよぶでしょうか？,百年戦争,対仏戦争,対英戦争,英仏戦争
